siteservice,facilityid,new facilityid,uniformdatacode
UIS08,ELLIOT_C_SEP02,ELLIOT_C_SEP02_PT2,PI_SR_T
UIS08,ELLIOT_C_SEP03,ELLIOT_C_SEP03_PT2,PI_SR_T
UIS08,ELLIOT_C_SEP04,ELLIOT_C_SEP04_PT2,PI_SR_T
UIS08,ELLIOT_C_SEP05,ELLIOT_C_SEP05_PT2,PI_SR_T
UIS08,ELLIOT_C_SEP06,ELLIOT_C_SEP06_PT2,PI_SR_T
UIS08,FARL_A_SEP01,FARL_A_SEP01_PT2,PI_SR_T
UIS08,FARL_A_SEP02,FARL_A_SEP02_PT2,PI_SR_T
UIS08,FARL_A_SEP03,FARL_A_SEP03_PT2,PI_SR_T
UIS08,FARL_A_SEP04,FARL_A_SEP04_PT2,PI_SR_T
UIS08,FEHRN_C_SEP01,FEHRN_C_SEP01_PT2,PI_SR_T
UIS08,FEHRN_C_SEP02,FEHRN_C_SEP02_PT2,PI_SR_T
UIS08,FEHRN_C_SEP03,FEHRN_C_SEP03_PT2,PI_SR_T
UIS08,FEHRN_C_SEP04,FEHRN_C_SEP04_PT2,PI_SR_T
UIS08,FEHRN_C_SEP05,FEHRN_C_SEP05_PT2,PI_SR_T
UIS08,FEHRN_C_SEP06,FEHRN_C_SEP06_PT2,PI_SR_T
UIS08,FEHRN_C_SEP07,FEHRN_C_SEP07_PT2,PI_SR_T
UIS08,FEHRN_C_SEP08,FEHRN_C_SEP08_PT2,PI_SR_T
UIS08,FEHRN_C_SEP09,FEHRN_C_SEP09_PT2,PI_SR_T
UIS08,GREEN_G_SEP01,GREEN_G_SEP01_PT2,PI_SR_T
UIS08,GREEN_G_SEP02,GREEN_G_SEP02_PT2,PI_SR_T
UIS08,GREEN_G_SEP03,GREEN_G_SEP03_PT2,PI_SR_T
UIS08,GREEN_G_SEP04,GREEN_G_SEP04_PT2,PI_SR_T
UIS08,GREEN_G_SEP05,GREEN_G_SEP05_PT2,PI_SR_T
UIS08,GREEN_G_SEP06,GREEN_G_SEP06_PT2,PI_SR_T
UIS08,GREEN_H_SEP01,GREEN_H_SEP01_PT2,PI_SR_T
UIS08,GREEN_H_SEP02,GREEN_H_SEP02_PT2,PI_SR_T
UIS08,GREEN_H_SEP03,GREEN_H_SEP03_PT2,PI_SR_T
UIS08,GREEN_H_SEP04,GREEN_H_SEP04_PT2,PI_SR_T
UIS08,GREEN_H_SEP05,GREEN_H_SEP05_PT2,PI_SR_T
UIS08,GREEN_H_SEP06,GREEN_H_SEP06_PT2,PI_SR_T
UIS08,GREEN_H_SEP07,GREEN_H_SEP07_PT2,PI_SR_T
UIS08,GREEN_H_SEP10,GREEN_H_SEP10_PT2,PI_SR_T
UIS08,GUEST_B_SEP01,GUEST_B_SEP01_PT2,PI_SR_T
UIS08,GUEST_B_SEP02,GUEST_B_SEP02_PT2,PI_SR_T
UIS08,GUEST_B_SEP03,GUEST_B_SEP03_PT2,PI_SR_T
UIS08,GUEST_B_SEP04,GUEST_B_SEP04_PT2,PI_SR_T
UIS08,GUEST_B_SEP05,GUEST_B_SEP05_PT2,PI_SR_T
UIS08,GUEST_B_SEP06,GUEST_B_SEP06_PT2,PI_SR_T
UIS08,GUEST_B_SEP07,GUEST_B_SEP07_PT2,PI_SR_T
UIS08,GUEST_B_SEP08,GUEST_B_SEP08_PT2,PI_SR_T
UIS08,GUEST_B_SEP09,GUEST_B_SEP09_PT2,PI_SR_T
UIS08,GUEST_B_SEP10,GUEST_B_SEP10_PT2,PI_SR_T
UIS08,GUEST_B_SEP11,GUEST_B_SEP11_PT2,PI_SR_T
UIS08,GUEST_B_SEP12,GUEST_B_SEP12_PT2,PI_SR_T
UIS08,HERGEN_A_SEP01,HERGEN_A_SEP01_PT2,PI_SR_T
UIS08,HERGEN_A_SEP02,HERGEN_A_SEP02_PT2,PI_SR_T
UIS08,HERGEN_A_SEP03,HERGEN_A_SEP03_PT2,PI_SR_T
UIS08,HERGEN_A_SEP04,HERGEN_A_SEP04_PT2,PI_SR_T
UIS08,HERGEN_A_SEP05,HERGEN_A_SEP05_PT2,PI_SR_T
UIS08,HERGEN_A_SEP06,HERGEN_A_SEP06_PT2,PI_SR_T
UIS08,HERGEN_A_SEP07,HERGEN_A_SEP07_PT2,PI_SR_T
UIS08,HILANDS_A_SEP01,HILANDS_A_SEP01_PT2,PI_SR_T
UIS08,HILANDS_A_SEP02,HILANDS_A_SEP02_PT2,PI_SR_T
UIS08,HILANDS_A_SEP03,HILANDS_A_SEP03_PT2,PI_SR_T
UIS08,HILANDS_A_SEP04,HILANDS_A_SEP04_PT2,PI_SR_T
UIS08,HILANDS_A_SEP05,HILANDS_A_SEP05_PT2,PI_SR_T
UIS08,HILANDS_A_SEP06,HILANDS_A_SEP06_PT2,PI_SR_T
UIS08,HILANDS_A_SEP07,HILANDS_A_SEP07_PT2,PI_SR_T
UIS08,HILANDS_A_SEP08,HILANDS_A_SEP08_PT2,PI_SR_T
UIS08,HILAND_B_SEP01,HILAND_B_SEP01_PT2,PI_SR_T
UIS08,HILAND_B_SEP02,HILAND_B_SEP02_PT2,PI_SR_T
UIS08,HILAND_B_SEP03,HILAND_B_SEP03_PT2,PI_SR_T
UIS08,HILAND_B_SEP04,HILAND_B_SEP04_PT2,PI_SR_T
UIS08,HILAND_B_SEP05,HILAND_B_SEP05_PT2,PI_SR_T
UIS08,HILAND_B_SEP06,HILAND_B_SEP06_PT2,PI_SR_T
UIS08,HILAND_B_SEP07,HILAND_B_SEP07_PT2,PI_SR_T
UIS08,HILAND_B_SEP08,HILAND_B_SEP08_PT2,PI_SR_T
UIS08,HILGER_B_SEP01,HILGER_B_SEP01_PT2,PI_SR_T
UIS08,HILGER_B_SEP02,HILGER_B_SEP02_PT2,PI_SR_T
UIS08,HILGER_B_SEP03,HILGER_B_SEP03_PT2,PI_SR_T
UIS08,HILGER_B_SEP04,HILGER_B_SEP04_PT2,PI_SR_T
UIS08,HILGER_B_SEP05,HILGER_B_SEP05_PT2,PI_SR_T
UIS08,HILGER_B_SEP06,HILGER_B_SEP06_PT2,PI_SR_T
UIS08,HILGER_B_SEP07,HILGER_B_SEP07_PT2,PI_SR_T
UIS08,HILGER_B_SEP08,HILGER_B_SEP08_PT2,PI_SR_T
UIS08,HILGER_B_SEP09,HILGER_B_SEP09_PT2,PI_SR_T
UIS08,HILGER_B_SEP10,HILGER_B_SEP10_PT2,PI_SR_T
UIS08,HILGER_B_SEP11,HILGER_B_SEP11_PT2,PI_SR_T
UIS08,HILGER_B_SEP12,HILGER_B_SEP12_PT2,PI_SR_T
UIS08,LAND_B_SEP01,LAND_B_SEP01_PT2,PI_SR_T
UIS08,LAND_B_SEP02,LAND_B_SEP02_PT2,PI_SR_T
UIS08,LAND_B_SEP03,LAND_B_SEP03_PT2,PI_SR_T
UIS08,LAND_B_SEP04,LAND_B_SEP04_PT2,PI_SR_T
UIS08,LAND_B_SEP05,LAND_B_SEP05_PT2,PI_SR_T
UIS08,LAND_C_SEP01,LAND_C_SEP01_PT2,PI_SR_T
UIS08,LAND_C_SEP02,LAND_C_SEP02_PT2,PI_SR_T
UIS08,LAND_C_SEP03,LAND_C_SEP03_PT2,PI_SR_T
UIS08,LAND_C_SEP04,LAND_C_SEP04_PT2,PI_SR_T
UIS08,LAND_C_SEP05,LAND_C_SEP05_PT2,PI_SR_T
UIS08,LAND_C_SEP06,LAND_C_SEP06_PT2,PI_SR_T
UIS08,LAND_C_SEP07,LAND_C_SEP07_PT2,PI_SR_T
UIS08,LAND_C_SEP08,LAND_C_SEP08_PT2,PI_SR_T
UIS08,LAND_D_SEP01,LAND_D_SEP01_PT2,PI_SR_T
UIS08,LAND_D_SEP02,LAND_D_SEP02_PT2,PI_SR_T
UIS08,LAND_D_SEP03,LAND_D_SEP03_PT2,PI_SR_T
UIS08,LAND_D_SEP04,LAND_D_SEP04_PT2,PI_SR_T
UIS08,LAND_D_SEP05,LAND_D_SEP05_PT2,PI_SR_T
UIS08,MILLER_D_SEP01,MILLER_D_SEP01_PT2,PI_SR_T
UIS08,MILLER_D_SEP02,MILLER_D_SEP02_PT2,PI_SR_T
UIS08,MILLER_D_SEP03,MILLER_D_SEP03_PT2,PI_SR_T
UIS08,MILLER_D_SEP04,MILLER_D_SEP04_PT2,PI_SR_T
UIS08,MILLER_D_SEP05,MILLER_D_SEP05_PT2,PI_SR_T
UIS08,NEWBY_C_SEP01,NEWBY_C_SEP01_PT2,PI_SR_T
UIS08,NEWBY_C_SEP02,NEWBY_C_SEP02_PT2,PI_SR_T
UIS08,NEWBY_C_SEP03,NEWBY_C_SEP03_PT2,PI_SR_T
UIS08,NEWBY_C_SEP04,NEWBY_C_SEP04_PT2,PI_SR_T
UIS08,NEWBY_C_SEP05,NEWBY_C_SEP05_PT2,PI_SR_T
UIS08,NEWBY_C_SEP06,NEWBY_C_SEP06_PT2,PI_SR_T
UIS08,NEWBY_C_SEP07,NEWBY_C_SEP07_PT2,PI_SR_T
UIS08,NEWBY_C_SEP08,NEWBY_C_SEP08_PT2,PI_SR_T
UIS08,NEWBY_C_SEP09,NEWBY_C_SEP09_PT2,PI_SR_T
UIS08,NEWBY_C_SEP10,NEWBY_C_SEP10_PT2,PI_SR_T
UIS08,NEWBY_C_SEP11,NEWBY_C_SEP11_PT2,PI_SR_T
UIS08,NEWBY_C_SEP12,NEWBY_C_SEP12_PT2,PI_SR_T
UIS08,PUTTER_A_SEP01,PUTTER_A_SEP01_PT2,PI_SR_T
UIS08,PUTTER_A_SEP02,PUTTER_A_SEP02_PT2,PI_SR_T
UIS08,PUTTER_A_SEP03,PUTTER_A_SEP03_PT2,PI_SR_T
UIS08,PUTTER_A_SEP04,PUTTER_A_SEP04_PT2,PI_SR_T
UIS08,PUTTER_A_SEP05,PUTTER_A_SEP05_PT2,PI_SR_T
UIS08,PUTTER_A_SEP06,PUTTER_A_SEP06_PT2,PI_SR_T
UIS08,PUTTER_A_SEP07,PUTTER_A_SEP07_PT2,PI_SR_T
UIS08,PUTTER_A_SEP08,PUTTER_A_SEP08_PT2,PI_SR_T
UIS08,PUTTER_A_SEP09,PUTTER_A_SEP09_PT2,PI_SR_T
UIS08,SUN_B_SEP01,SUN_B_SEP01_PT2,PI_SR_T
UIS08,SUN_B_SEP02,SUN_B_SEP02_PT2,PI_SR_T
UIS08,SUN_B_SEP03,SUN_B_SEP03_PT2,PI_SR_T
UIS08,SUN_B_SEP04,SUN_B_SEP04_PT2,PI_SR_T
UIS08,SUN_B_SEP05,SUN_B_SEP05_PT2,PI_SR_T
UIS08,SUN_B_SEP06,SUN_B_SEP06_PT2,PI_SR_T
UIS08,SUN_B_SEP07,SUN_B_SEP07_PT2,PI_SR_T
UIS08,TEDFORD_A_SEP01,TEDFORD_A_SEP01_PT2,PI_SR_T
UIS08,TEDFORD_A_SEP02,TEDFORD_A_SEP02_PT2,PI_SR_T
UIS08,TEDFORD_A_SEP03,TEDFORD_A_SEP03_PT2,PI_SR_T
UIS08,TEDFORD_A_SEP04,TEDFORD_A_SEP04_PT2,PI_SR_T
UIS08,TEDFORD_A_SEP05,TEDFORD_A_SEP05_PT2,PI_SR_T
UIS08,TEDFORD_A_SEP06,TEDFORD_A_SEP06_PT2,PI_SR_T
UIS08,TEDFORD_A_SEP07,TEDFORD_A_SEP07_PT2,PI_SR_T
UIS08,TEDFORD_A_SEP08,TEDFORD_A_SEP08_PT2,PI_SR_T
UIS08,THERMO_A_SEP01,THERMO_A_SEP01_PT2,PI_SR_T
UIS08,THERMO_A_SEP02,THERMO_A_SEP02_PT2,PI_SR_T
UIS08,THERMO_A_SEP03,THERMO_A_SEP03_PT2,PI_SR_T
UIS08,THERMO_A_SEP04,THERMO_A_SEP04_PT2,PI_SR_T
UIS08,THERMO_A_SEP05,THERMO_A_SEP05_PT2,PI_SR_T
UIS08,THERMO_A_SEP06,THERMO_A_SEP06_PT2,PI_SR_T
UIS08,THERMO_A_SEP07,THERMO_A_SEP07_PT2,PI_SR_T
UIS08,THERMO_A_SEP08,THERMO_A_SEP08_PT2,PI_SR_T
UIS01,ACORD_D_29_10_W,ACORD_D_29_10_PT7,PI_T
UIS01,ACORD_D_29_15_W,ACORD_D_29_15_PT7,PI_T
UIS01,AURORA_A_37_30_W,AURORA_A_37_30_PT7,PI_T
UIS01,BABCK_A_11N_33_W,BABCK_A_11N_33_PT7,PI_T
UIS01,BABCK_A_12N_33_W,BABCK_A_12N_33_PT7,PI_T
UIS01,BABCK_A_13E_33_W,BABCK_A_13E_33_PT7,PI_T
UIS01,BABCK_A_14C_33_W,BABCK_A_14C_33_PT7,PI_T
UIS01,BABCK_A_19N_33_W,BABCK_A_19N_33_PT7,PI_T
UIS01,BABCK_A_22N_33_W,BABCK_A_22N_33_PT7,PI_T
UIS01,BABCK_A_23N_33_W,BABCK_A_23N_33_PT7,PI_T
UIS01,BABCK_A_32N_33_W,BABCK_A_32N_33_PT7,PI_T
UIS01,BABCK_A_33C_33_W,BABCK_A_33C_33_PT7,PI_T
UIS01,BABCK_A_35C_33_W,BABCK_A_35C_33_PT7,PI_T
UIS01,BAILEY_C_10_36_W,BAILEY_C_10_36_PT7,PI_T
UIS01,BAILEY_C_1_36_W,BAILEY_C_1_36_PT7,PI_T
UIS01,BAILEY_C_1_W,BAILEY_C_1_PT7,PI_T
UIS01,BAILEY_C_28_36_W,BAILEY_C_28_36_PT7,PI_T
UIS01,BAILEY_C_2_36_W,BAILEY_C_2_36_PT7,PI_T
UIS01,BAILEY_C_41_36_W,BAILEY_C_41_36_PT7,PI_T
UIS01,BAILEY_C_8_36_W,BAILEY_C_8_36_PT7,PI_T
UIS01,BALDWIN_B_1_4_W,BALDWIN_B_1_4_PT7,PI_T
UIS01,BALDWIN_B_1_W,BALDWIN_B_1_PT7,PI_T
UIS01,BALDWIN_B_21_4_W,BALDWIN_B_21_4_PT7,PI_T
UIS01,BALDWIN_B_25_4_W,BALDWIN_B_25_4_PT7,PI_T
UIS01,BALDWIN_B_2_4_W,BALDWIN_B_2_4_PT7,PI_T
UIS01,BALDWIN_B_41_4_W,BALDWIN_B_41_4_PT7,PI_T
UIS01,BALDWIN_B_7_4_W,BALDWIN_B_7_4_PT7,PI_T
UIS01,BALDWIN_B_8_4_W,BALDWIN_B_8_4_PT7,PI_T
UIS01,BALLIN_A_21_18_W,BALLIN_A_21_18_PT7,PI_T
UIS01,BALLIN_A_22_18_W,BALLIN_A_22_18_PT7,PI_T
UIS01,BALLIN_A_25_18_W,BALLIN_A_25_18_PT7,PI_T
UIS01,BALLIN_A_31_18_W,BALLIN_A_31_18_PT7,PI_T
UIS01,BALLIN_A_4_18_W,BALLIN_A_4_18_PT7,PI_T
UIS01,BALLIN_A_5_18_W,BALLIN_A_5_18_PT7,PI_T
UIS01,BANE_A_27N1_9_W,BANE_A_27N1_9_PT7,PI_T
UIS01,BANE_A_27N2_9_W,BANE_A_27N2_9_PT7,PI_T
UIS01,BANE_A_28N1_9_W,BANE_A_28N1_9_PT7,PI_T
UIS01,BANE_A_28N2_9_W,BANE_A_28N2_9_PT7,PI_T
UIS01,BANE_A_28N3_9_W,BANE_A_28N3_9_PT7,PI_T
UIS01,BANE_A_2N1_9_W,BANE_A_2N1_9_PT7,PI_T
UIS01,BANE_A_2N2_9_W,BANE_A_2N2_9_PT7,PI_T
UIS01,BANE_A_2N3_9_W,BANE_A_2N3_9_PT7,PI_T
UIS01,BARA_A_16A_W,BARA_A_16A_PT7,PI_T
UIS01,BAT_A_28C_9_W,BAT_A_28C_9_PT7,PI_T
UIS01,BAT_A_28N_9_W,BAT_A_28N_9_PT7,PI_T
UIS01,BAT_A_29C_9_W,BAT_A_29C_9_PT7,PI_T
UIS01,BAT_A_29N1_9_W,BAT_A_29N1_9_PT7,PI_T
UIS01,BAT_A_29N2_9_W,BAT_A_29N2_9_PT7,PI_T
UIS01,BAT_A_3N1_9_W,BAT_A_3N1_9_PT7,PI_T
UIS01,BAT_A_3N2_9_W,BAT_A_3N2_9_PT7,PI_T
UIS01,BAT_A_4C_9_W,BAT_A_4C_9_PT7,PI_T
UIS01,BEDDO_C_2_25_W,BEDDO_C_2_25_PT7,PI_T
UIS01,BEDDO_C_7_25_W,BEDDO_C_7_25_PT7,PI_T
UIS01,BEDDO_D_3_25_W,BEDDO_D_3_25_PT7,PI_T
UIS01,BEDDO_D_6_25_W,BEDDO_D_6_25_PT7,PI_T
UIS01,BERRY_A_1_W,BERRY_A_1_PT7,PI_T
UIS01,BERRY_A_26_12_W,BERRY_A_26_12_PT7,PI_T
UIS01,BERRY_A_26_13_W,BERRY_A_26_13_PT7,PI_T
UIS01,BERRY_B_2_8_W,BERRY_B_2_8_PT7,PI_T
UIS01,BERRY_B_7_8_W,BERRY_B_7_8_PT7,PI_T
UIS01,BERRY_F_8_6_W,BERRY_F_8_6_PT7,PI_T
UIS01,BERRY_H_8_18_W,BERRY_H_8_18_PT7,PI_T
UIS01,BERRY_H_8_28_W,BERRY_H_8_28_PT7,PI_T
UIS01,BERRY_H_8_29_W,BERRY_H_8_29_PT7,PI_T
UIS01,BERRY_I_4_33_W,BERRY_I_4_33_PT7,PI_T
UIS01,BERRY_I_5_18_W,BERRY_I_5_18_PT7,PI_T
UIS01,BERRY_I_5_21_W,BERRY_I_5_21_PT7,PI_T
UIS01,BERRY_I_5_22_W,BERRY_I_5_22_PT7,PI_T
UIS01,BERRY_I_5_24_W,BERRY_I_5_24_PT7,PI_T
UIS01,BERRY_I_8_27_W,BERRY_I_8_27_PT7,PI_T
UIS01,BERRY_J_26_24_W,BERRY_J_26_24_PT7,PI_T
UIS01,BOOTH_B_1_W,BOOTH_B_1_PT7,PI_T
UIS01,BOOTH_B_7_1_W,BOOTH_B_7_1_PT7,PI_T
UIS01,BOULTER_B_1_W,BOULTER_B_1_PT7,PI_T
UIS01,BOULTER_B_41_12_W,BOULTER_B_41_12_PT7,PI_T
UIS01,BOUL_A_13_18A_W,BOUL_A_13_18A_PT7,PI_T
UIS01,BOUL_A_23_18_W,BOUL_A_23_18_PT7,PI_T
UIS01,BOUT_A_14_18_W,BOUT_A_14_18_PT7,PI_T
UIS01,BRD_A_10_20_W,BRD_A_10_20_PT7,PI_T
UIS01,BRD_B_15_20_W,BRD_B_15_20_PT7,PI_T
UIS01,BRD_B_16_20_W,BRD_B_16_20_PT7,PI_T
UIS01,BRETT_A_1_W,BRETT_A_1_PT7,PI_T
UIS01,BRETT_A_4_W,BRETT_A_4_PT7,PI_T
UIS01,BURC_D_14_21_W,BURC_D_14_21_PT7,PI_T
UIS01,BURC_D_22_21_W,BURC_D_22_21_PT7,PI_T
UIS01,BURC_D_23_21_W,BURC_D_23_21_PT7,PI_T
UIS01,BURC_D_32_21_W,BURC_D_32_21_PT7,PI_T
UIS01,BURC_D_35_21_W,BURC_D_35_21_PT7,PI_T
UIS01,BURC_D_36_21_W,BURC_D_36_21_PT7,PI_T
UIS01,BURC_D_39_20_W,BURC_D_39_20_PT7,PI_T
UIS01,BURC_D_C1_W,BURC_D_C1_PT7,PI_T
UIS01,CAME_B_29C_35_W,CAME_B_29C_35_PT7,PI_T
UIS01,CAME_B_29N_35_W,CAME_B_29N_35_PT7,PI_T
UIS01,CAME_B_30N_35_W,CAME_B_30N_35_PT7,PI_T
UIS01,CAME_B_3C_35_W,CAME_B_3C_35_PT7,PI_T
UIS01,CAME_B_3N_35_W,CAME_B_3N_35_PT7,PI_T
UIS01,CAME_B_4C_35_W,CAME_B_4C_35_PT7,PI_T
UIS01,CAME_B_4N_35_W,CAME_B_4N_35_PT7,PI_T
UIS01,CAME_C_10N_34_W,CAME_C_10N_34_PT7,PI_T
UIS01,CAME_C_15N_22_W,CAME_C_15N_22_PT7,PI_T
UIS01,CAME_C_23N2_34_W,CAME_C_23N2_34_PT7,PI_T
UIS01,CAME_C_23N3_34_W,CAME_C_23N3_34_PT7,PI_T
UIS01,CAME_C_23N_34_W,CAME_C_23N_34_PT7,PI_T
UIS01,CAME_C_36N_22_W,CAME_C_36N_22_PT7,PI_T
UIS01,CAMP_K_15N_26_W,CAMP_K_15N_26_PT7,PI_T
UIS01,CAMP_K_1_26_W,CAMP_K_1_26_PT7,PI_T
UIS01,CAMP_K_1_W,CAMP_K_1_PT7,PI_T
UIS01,CAMP_K_21_26_W,CAMP_K_21_26_PT7,PI_T
UIS01,CAMP_K_24_26_W,CAMP_K_24_26_PT7,PI_T
UIS01,CAMP_K_2_26_W,CAMP_K_2_26_PT7,PI_T
UIS01,CAMP_K_36N_26_W,CAMP_K_36N_26_PT7,PI_T
UIS01,CAMP_K_37N_26_W,CAMP_K_37N_26_PT7,PI_T
UIS01,CAMP_K_38C_26_W,CAMP_K_38C_26_PT7,PI_T
UIS01,CAMP_K_38N_26_W,CAMP_K_38N_26_PT7,PI_T
UIS01,CAMP_K_7_26_W,CAMP_K_7_26_PT7,PI_T
UIS01,CAMP_K_8_26_W,CAMP_K_8_26_PT7,PI_T
UIS01,CAMP_L_24_24_W,CAMP_L_24_24_PT7,PI_T
UIS01,CAMP_L_41_24_W,CAMP_L_41_24_PT7,PI_T
UIS01,CAMP_L_8_24_W,CAMP_L_8_24_PT7,PI_T
UIS01,CAM_A_23_33_W,CAM_A_23_33_PT7,PI_T
UIS01,CAM_B_33_33_W,CAM_B_33_33_PT7,PI_T
UIS01,CAM_B_43_33_W,CAM_B_43_33_PT7,PI_T
UIS01,CAM_L_11_2_W,CAM_L_11_2_PT7,PI_T
UIS01,CAM_L_22_2_W,CAM_L_22_2_PT7,PI_T
UIS01,CAM_L_23_2_W,CAM_L_23_2_PT7,PI_T
UIS01,CAM_L_25_2_W,CAM_L_25_2_PT7,PI_T
UIS01,CAM_L_32_2_W,CAM_L_32_2_PT7,PI_T
UIS01,CAM_L_36_2_W,CAM_L_36_2_PT7,PI_T
UIS01,CANE_A_6_21_W,CANE_A_6_21_PT7,PI_T
UIS01,CANE_A_6_22_W,CANE_A_6_22_PT7,PI_T
UIS01,CANE_A_6_24_W,CANE_A_6_24_PT7,PI_T
UIS01,CANE_A_6_25_W,CANE_A_6_25_PT7,PI_T
UIS01,CANE_B_6_12_W,CANE_B_6_12_PT7,PI_T
UIS01,CANE_B_6_13_W,CANE_B_6_13_PT7,PI_T
UIS01,CANE_B_6_15_W,CANE_B_6_15_PT7,PI_T
UIS01,CANNON_LAND_A_24_W,CANNON_LAND_A_24_PT7,PI_T
UIS01,CANNON_LAND_A_27_W,CANNON_LAND_A_27_PT7,PI_T
UIS01,CANNON_T_1N_9_W,CANNON_T_1N_9_PT7,PI_T
UIS01,CANNON_T_26N_9_W,CANNON_T_26N_9_PT7,PI_T
UIS01,CANNON_T_27C_9_W,CANNON_T_27C_9_PT7,PI_T
UIS01,CANNON_T_27N_4_W,CANNON_T_27N_4_PT7,PI_T
UIS01,CANNON_T_27N_9_W,CANNON_T_27N_9_PT7,PI_T
UIS01,CANNON_T_28N_9_W,CANNON_T_28N_9_PT7,PI_T
UIS01,CANNON_T_28N_E4_W,CANNON_T_28N_E4_PT7,PI_T
UIS01,CANNON_T_28N_W4_W,CANNON_T_28N_W4_PT7,PI_T
UIS01,CANNON_T_29C_4_W,CANNON_T_29C_4_PT7,PI_T
UIS01,CANNON_T_29N_4_W,CANNON_T_29N_4_PT7,PI_T
UIS01,CANNON_T_2C_4_W,CANNON_T_2C_4_PT7,PI_T
UIS01,CANNON_T_2N_4_W,CANNON_T_2N_4_PT7,PI_T
UIS01,CANNON_T_2N_9_W,CANNON_T_2N_9_PT7,PI_T
UIS01,CANNON_T_30N_4_W,CANNON_T_30N_4_PT7,PI_T
UIS01,CANNON_T_31_33_W,CANNON_T_31_33_PT7,PI_T
UIS01,CANNON_T_34N_33_W,CANNON_T_34N_33_PT7,PI_T
UIS01,CANNON_T_34N_3_W,CANNON_T_34N_3_PT7,PI_T
UIS01,CANNON_T_3N_4_W,CANNON_T_3N_4_PT7,PI_T
UIS01,CANNON_T_4N_4_W,CANNON_T_4N_4_PT7,PI_T
UIS01,CARMA_A_11_25_W,CARMA_A_11_25_PT7,PI_T
UIS01,CARMA_A_12_25_W,CARMA_A_12_25_PT7,PI_T
UIS01,CARMA_A_13_25_W,CARMA_A_13_25_PT7,PI_T
UIS01,CARMA_A_14_25_W,CARMA_A_14_25_PT7,PI_T
UIS01,CARMA_A_32_25_W,CARMA_A_32_25_PT7,PI_T
UIS01,CARMA_A_35_25_W,CARMA_A_35_25_PT7,PI_T
UIS01,CHADBURN_A_1_W,CHADBURN_A_1_PT7,PI_T
UIS01,CIZEK_A_1_8_W,CIZEK_A_1_8_PT7,PI_T
UIS01,CLARK_D_27_11_W,CLARK_D_27_11_PT7,PI_T
UIS01,COGBURN_A_2_29_W,COGBURN_A_2_29_PT7,PI_T
UIS01,COGBURN_A_4_29_W,COGBURN_A_4_29_PT7,PI_T
UIS01,COGBURN_A_5_29_W,COGBURN_A_5_29_PT7,PI_T
UIS01,COGBURN_A_6_29_W,COGBURN_A_6_29_PT7,PI_T
UIS01,COGBURN_A_7_29_W,COGBURN_A_7_29_PT7,PI_T
UIS01,COMO_A_13C_14_W,COMO_A_13C_14_PT7,PI_T
UIS01,COMO_A_13N_14_W,COMO_A_13N_14_PT7,PI_T
UIS01,COMO_A_34N_14_W,COMO_A_34N_14_PT7,PI_T
UIS01,COUF_A_34_1_W,COUF_A_34_1_PT7,PI_T
UIS01,COUF_A_34_2_W,COUF_A_34_2_PT7,PI_T
UIS01,COUF_A_34_8_W,COUF_A_34_8_PT7,PI_T
UIS01,DAN_DAVE_A_23_16_W,DAN_DAVE_A_23_16_PT7,PI_T
UIS01,DAN_DAVE_A_25_16_W,DAN_DAVE_A_25_16_PT7,PI_T
UIS01,DAVIS_B_12_15_W,DAVIS_B_12_15_PT7,PI_T
UIS01,DAVIS_B_13_15_W,DAVIS_B_13_15_PT7,PI_T
UIS01,DAVIS_C_3_W,DAVIS_C_3_PT7,PI_T
UIS01,DAVIS_C_9_16_W,DAVIS_C_9_16_PT7,PI_T
UIS01,DAVIS_D_24_16_W,DAVIS_D_24_16_PT7,PI_T
UIS01,DAVIS_E_20_16_W,DAVIS_E_20_16_PT7,PI_T
UIS01,DAVIS_H_27_3JI_W,DAVIS_H_27_3JI_PT7,PI_T
UIS01,DAVIS_H_27_3_W,DAVIS_H_27_3_PT7,PI_T
UIS01,DAVIS_H_27_6JI_W,DAVIS_H_27_6JI_PT7,PI_T
UIS01,DAVIS_H_27_6_W,DAVIS_H_27_6_PT7,PI_T
UIS01,DODE_B_33_11_W,DODE_B_33_11_PT7,PI_T
UIS01,DODE_B_33_14_W,DODE_B_33_14_PT7,PI_T
UIS01,DOUTH_I_17_26_W,DOUTH_I_17_26_PT7,PI_T
UIS01,DOUTH_I_1_26_W,DOUTH_I_1_26_PT7,PI_T
UIS01,DOUTH_I_21_26_W,DOUTH_I_21_26_PT7,PI_T
UIS01,DOUTH_I_24_26_W,DOUTH_I_24_26_PT7,PI_T
UIS01,DOUTH_I_25_26_W,DOUTH_I_25_26_PT7,PI_T
UIS01,DOUTH_I_26_26_W,DOUTH_I_26_26_PT7,PI_T
UIS01,DOUTH_I_2_26_W,DOUTH_I_2_26_PT7,PI_T
UIS01,DOUTH_I_8_26_W,DOUTH_I_8_26_PT7,PI_T
UIS01,ECKSTIN_A_9_10_W,ECKSTIN_A_9_10_PT7,PI_T
UIS01,ECKSTIN_A_9_16_W,ECKSTIN_A_9_16_PT7,PI_T
UIS01,ENGLISH_B_13N_9_W,ENGLISH_B_13N_9_PT7,PI_T
UIS01,ENGLISH_B_15C_8_W,ENGLISH_B_15C_8_PT7,PI_T
UIS01,ENGLISH_B_15N_8_W,ENGLISH_B_15N_8_PT7,PI_T
