DEVID,FACID,ORDINAL
RFID_A_A2,RFID_A_A2,-2
RFID_A_A2,RFID_A_PAD,3040
RFID_A_A2,RFID_A_SEP1,2300
RFID_A_A2,RFID_A_SEP2,2301
RFID_A_A2,RFID_A_SEP3,2302
RFID_A_A2,RFID_A_SEP4,2303
RFID_A_A2,RFID_A_SEP5,2304
RFID_A_A3,RFID_A_13N_18O_M1,1104
RFID_A_A3,RFID_A_13N_18W_M1,1204
RFID_A_A3,RFID_A_13N_18_M1,904
RFID_A_A3,RFID_A_13N_18_PLG,404
RFID_A_A3,RFID_A_13N_18_W,104
RFID_A_A3,RFID_A_14N_18O_M1,1101
RFID_A_A3,RFID_A_14N_18W_M1,1201
RFID_A_A3,RFID_A_14N_18_M1,901
RFID_A_A3,RFID_A_14N_18_PLG,401
RFID_A_A3,RFID_A_14N_18_W,101
RFID_A_A3,RFID_A_35C_18O_M1,1102
RFID_A_A3,RFID_A_35C_18W_M1,1202
RFID_A_A3,RFID_A_35C_18_M1,902
RFID_A_A3,RFID_A_35C_18_PLG,402
RFID_A_A3,RFID_A_35C_18_W,102
RFID_A_A3,RFID_A_35N_18O_M1,1103
RFID_A_A3,RFID_A_35N_18W_M1,1203
RFID_A_A3,RFID_A_35N_18_M1,903
RFID_A_A3,RFID_A_35N_18_PLG,403
RFID_A_A3,RFID_A_35N_18_W,103
RFID_A_A3,RFID_A_36N_18O_M1,1100
RFID_A_A3,RFID_A_36N_18W_M1,1200
RFID_A_A3,RFID_A_36N_18_M1,900
RFID_A_A3,RFID_A_36N_18_PLG,400
RFID_A_A3,RFID_A_36N_18_W,100
RFID_A_A3,RFID_A_A3,-2
RFID_A_A3,RFID_A_PAD,3040
RFID_A_A3,RFID_A_SEP10,2309
RFID_A_A3,RFID_A_SEP6,2305
RFID_A_A3,RFID_A_SEP7,2306
RFID_A_A3,RFID_A_SEP8,2307
RFID_A_A3,RFID_A_SEP9,2308
RFID_A_A3,RFID_A_VRU_M1,905
RICH_D,RICH_D,-2
RICH_D,RICH_D_3_15JI_M1,901
RICH_D,RICH_D_3_15JI_PLG,401
RICH_D,RICH_D_3_15JI_W,101
RICH_D,RICH_D_BATT1,3190
RICH_D,RICH_D_ECD1,2800
RICH_D,RICH_D_P1,1700
RICH_D,RICH_D_PAD,3040
RICH_D,RICH_D_SEP1,2300
RICH_D,RICH_D_T1,1650
RICKS_A,RICKS_A,-2
RICKS_A,RICKS_A_11_15_M1,900
RICKS_A,RICKS_A_11_15_PLG,400
RICKS_A,RICKS_A_11_15_W,100
RICKS_A,RICKS_A_12_15_M1,903
RICKS_A,RICKS_A_12_15_PLG,403
RICKS_A,RICKS_A_12_15_W,103
RICKS_A,RICKS_A_13_15_M1,902
RICKS_A,RICKS_A_13_15_PLG,402
RICKS_A,RICKS_A_13_15_W,102
RICKS_A,RICKS_A_14_15_M1,904
RICKS_A,RICKS_A_14_15_PLG,404
RICKS_A,RICKS_A_14_15_W,104
RICKS_A,RICKS_A_22_15_M1,901
RICKS_A,RICKS_A_22_15_PLG,401
RICKS_A,RICKS_A_22_15_W,101
RICKS_A,RICKS_A_23_15_M1,907
RICKS_A,RICKS_A_23_15_PLG,407
RICKS_A,RICKS_A_23_15_W,107
RICKS_A,RICKS_A_35_15_M1,906
RICKS_A,RICKS_A_35_15_PLG,406
RICKS_A,RICKS_A_35_15_W,106
RICKS_A,RICKS_A_BATT1,3190
RICKS_A,RICKS_A_ECD1,2800
RICKS_A,RICKS_A_P1,1700
RICKS_A,RICKS_A_PAD,3040
RICKS_A,RICKS_A_SEP1,2300
RICKS_A,RICKS_A_SEP2,2301
RICKS_A,RICKS_A_T1,1650
RICKS_A,RICKS_A_T2,1651
RICKS_A,RICKS_A_T3,1652
RICKS_A,RICKS_A_T4,1653
RICKS_A,RICKS_A_VRU1,2700
ROLL_C,ROLL_C,-2
ROLL_C,ROLL_C_11_12_M1,901
ROLL_C,ROLL_C_11_12_PLG,401
ROLL_C,ROLL_C_11_12_W,101
ROLL_C,ROLL_C_14_12_M1,903
ROLL_C,ROLL_C_14_12_PLG,403
ROLL_C,ROLL_C_14_12_W,103
ROLL_C,ROLL_C_BATT1,3190
ROLL_C,ROLL_C_ECD1,2800
ROLL_C,ROLL_C_P1,1700
ROLL_C,ROLL_C_PAD,3040
ROLL_C,ROLL_C_SEP2,2301
ROLL_C,ROLL_C_SEP4,2303
ROLL_C,ROLL_C_T1,1650
RUD_A,RUD_A,-2
RUD_A,RUD_A_BATT1,3190
RUD_A,RUD_A_PAD,3040
RUD_A,RUD_A_W1_M1,900
RUD_A,RUD_A_W1_PLG,400
RUD_A,RUD_A_W1_W,100
SARATOGA_A,SARATOGA_A,-2
SARATOGA_A,SARATOGA_A_1_M1,900
SARATOGA_A,SARATOGA_A_1_PLG,400
SARATOGA_A,SARATOGA_A_1_W,100
SARATOGA_A,SARATOGA_A_BATT1,3190
SARATOGA_A,SARATOGA_A_P1,1700
SARATOGA_A,SARATOGA_A_PAD,3040
SARATOGA_A,SARATOGA_A_SEP1,2300
SARATOGA_A,SARATOGA_A_T1,1650
SCHLAGEL_A_EFM,SCHLAGEL_A_13_M1,900
SCHLAGEL_A_EFM,SCHLAGEL_A_23_M1,902
SCHLAGEL_A_EFM,SCHLAGEL_A_EFM,-2
SCHLAGEL_A_EFM,SCHLAGEL_A_EFM_M1,903
SCHLAGEL_C_EFM,SCHLAGEL_C_3_M1,900
SCHLAGEL_C_EFM,SCHLAGEL_C_EFM,-2
SCHLAGEL_C_EFM,SCHLAGEL_C_EFM_M1,901
SCHLAGEL_C,SCHLAGEL_A_PAD,3040
SCHLAGEL_C,SCHLAGEL_B_BATT1,3190
SCHLAGEL_C,SCHLAGEL_C,-2
SCHLAGEL_C,SCHLAGEL_C_3_M1,900
SCHLAGEL_C,SCHLAGEL_C_3_PLG,400
SCHLAGEL_C,SCHLAGEL_C_3_W,100
SCHLAGEL_C,SCHLAGEL_C_SEP1,2300
SCHLAGEL_C,SCHLAGEL_C_T1,1650
SHARKEY_C,SHARKEY_C,-2
SHARKEY_C,SHARKEY_C_15_2_M1,902
SHARKEY_C,SHARKEY_C_15_2_PLG,402
SHARKEY_C,SHARKEY_C_15_2_W,102
SHARKEY_C,SHARKEY_C_16_M1,903
SHARKEY_C,SHARKEY_C_16_PLG,403
SHARKEY_C,SHARKEY_C_16_W,103
SHARKEY_C,SHARKEY_C_23_2_M1,901
SHARKEY_C,SHARKEY_C_23_2_PLG,401
SHARKEY_C,SHARKEY_C_23_2_W,101
SHARKEY_C,SHARKEY_C_35_2_M1,900
SHARKEY_C,SHARKEY_C_35_2_PLG,400
SHARKEY_C,SHARKEY_C_35_2_W,100
SHARKEY_C,SHARKEY_C_BATT1,3190
SHARKEY_C,SHARKEY_C_ECD1,2800
SHARKEY_C,SHARKEY_C_P1,1700
SHARKEY_C,SHARKEY_C_PAD,3040
SHARKEY_C,SHARKEY_C_SEP1,2300
SHARKEY_C,SHARKEY_C_SEP2,2301
SHARKEY_C,SHARKEY_C_SEP3,2302
SHARKEY_C,SHARKEY_C_T1,1650
SHARKEY_C,SHARKEY_C_T2,1651
SHARKEY_C,SHARKEY_C_T3,1652
SHULTZ_A_EFM,SHULTZ_A_25_16_M1,900
SHULTZ_A_EFM,SHULTZ_A_7_16_M1,901
SHULTZ_A_EFM,SHULTZ_A_EFM,-2
SHULTZ_A_EFM,SHULTZ_A_EFM_M1,902
SHULTZ_A,SHULTZ_A,-2
SHULTZ_A,SHULTZ_A_25_16_M1,900
SHULTZ_A,SHULTZ_A_25_16_PLG,401
SHULTZ_A,SHULTZ_A_25_16_W,101
SHULTZ_A,SHULTZ_A_7_16_M1,901
SHULTZ_A,SHULTZ_A_7_16_PLG,400
SHULTZ_A,SHULTZ_A_7_16_W,100
SHULTZ_A,SHULTZ_A_PAD,3040
SHULTZ_A,SHULTZ_A_SEP1,2300
SHULTZ_B,SHULTZ_A_ECD1,2800
SHULTZ_B,SHULTZ_A_ECD2,2801
SHULTZ_B,SHULTZ_A_P1,1700
SHULTZ_B,SHULTZ_A_PAD,3040
SHULTZ_B,SHULTZ_A_T1,1650
SHULTZ_B,SHULTZ_B,-2
SHULTZ_B,SHULTZ_B_BATT1,3190
SHULTZ_C,SHULTZ_C,-2
SHULTZ_C,SHULTZ_C_16_1_M1,900
SHULTZ_C,SHULTZ_C_16_1_PLG,400
SHULTZ_C,SHULTZ_C_16_1_W,100
SHULTZ_C,SHULTZ_C_16_8_M1,902
SHULTZ_C,SHULTZ_C_16_8_PLG,402
SHULTZ_C,SHULTZ_C_16_8_W,102
SHULTZ_C,SHULTZ_C_17_16_M1,901
SHULTZ_C,SHULTZ_C_17_16_PLG,401
SHULTZ_C,SHULTZ_C_17_16_W,101
SHULTZ_C,SHULTZ_C_26_16_M1,904
SHULTZ_C,SHULTZ_C_26_16_PLG,404
SHULTZ_C,SHULTZ_C_26_16_W,104
SHULTZ_C,SHULTZ_C_2_16_M1,903
SHULTZ_C,SHULTZ_C_2_16_PLG,403
SHULTZ_C,SHULTZ_C_2_16_W,103
SHULTZ_C,SHULTZ_C_BATT1,3190
SHULTZ_C,SHULTZ_C_ECD1,2800
SHULTZ_C,SHULTZ_C_P1,1700
SHULTZ_C,SHULTZ_C_PAD,3040
SHULTZ_C,SHULTZ_C_SEP1,2300
SHULTZ_C,SHULTZ_C_T1,1650
SHULTZ_C,SHULTZ_C_T2,1651
SPARBOE_A_A1,SPARBOE_A_A1,-2
SPARBOE_A_A1,SPARBOE_A_ANO2_1,3130
SPARBOE_A_A1,SPARBOE_A_BATT1,3190
SPARBOE_A_A1,SPARBOE_A_ECD1,2800
SPARBOE_A_A1,SPARBOE_A_ECD2,2801
SPARBOE_A_A1,SPARBOE_A_ECD3,2802
SPARBOE_A_A1,SPARBOE_A_ECD4,2803
SPARBOE_A_A1,SPARBOE_A_P1,1700
SPARBOE_A_A1,SPARBOE_A_P2,1701
SPARBOE_A_A1,SPARBOE_A_PAD,3040
SPARBOE_A_A1,SPARBOE_A_SEP1,2300
SPARBOE_A_A1,SPARBOE_A_SEP2,2301
SPARBOE_A_A1,SPARBOE_A_SEP3,2302
SPARBOE_A_A1,SPARBOE_A_SEP4,2303
SPARBOE_A_A1,SPARBOE_A_SEP5,2304
SPARBOE_A_A1,SPARBOE_A_SEP6,2305
SPARBOE_A_A1,SPARBOE_A_T1,1650
SPARBOE_A_A1,SPARBOE_A_T2,1651
SPARBOE_A_A1,SPARBOE_A_T3,1652
SPARBOE_A_A1,SPARBOE_A_T4,1653
SPARBOE_A_A1,SPARBOE_A_T5,1654
SPARBOE_A_A1,SPARBOE_A_T6,1655
SPARBOE_A_A1,SPARBOE_A_VRT1,3260
SPARBOE_A_A1,SPARBOE_A_VRU1,2700
SPARBOE_A_A1,SPARBOE_A_VRU2,2701
SPARBOE_A_A1,SPARBOE_A_VRU3,2702
SPARBOE_A_A2,SPARBOE_A_1N_26O_M1,1104
SPARBOE_A_A2,SPARBOE_A_1N_26W_M1,1204
SPARBOE_A_A2,SPARBOE_A_1N_26_M1,904
SPARBOE_A_A2,SPARBOE_A_1N_26_PLG,404
SPARBOE_A_A2,SPARBOE_A_1N_26_W,104
SPARBOE_A_A2,SPARBOE_A_26C_26O_M1,1105
SPARBOE_A_A2,SPARBOE_A_26C_26W_M1,1205
SPARBOE_A_A2,SPARBOE_A_26C_26_M1,905
SPARBOE_A_A2,SPARBOE_A_26C_26_PLG,405
SPARBOE_A_A2,SPARBOE_A_26C_26_W,105
SPARBOE_A_A2,SPARBOE_A_27C_26O_M1,1101
SPARBOE_A_A2,SPARBOE_A_27C_26W_M1,1201
SPARBOE_A_A2,SPARBOE_A_27C_26_M1,901
SPARBOE_A_A2,SPARBOE_A_27C_26_PLG,401
SPARBOE_A_A2,SPARBOE_A_27C_26_W,101
SPARBOE_A_A2,SPARBOE_A_2N_26O_M1,1100
SPARBOE_A_A2,SPARBOE_A_2N_26W_M1,1200
SPARBOE_A_A2,SPARBOE_A_2N_26_M1,900
SPARBOE_A_A2,SPARBOE_A_2N_26_PLG,400
SPARBOE_A_A2,SPARBOE_A_2N_26_W,100
SPARBOE_A_A2,SPARBOE_A_9_35O_M1,1103
SPARBOE_A_A2,SPARBOE_A_9_35W_M1,1203
SPARBOE_A_A2,SPARBOE_A_9_35_M1,903
SPARBOE_A_A2,SPARBOE_A_9_35_PLG,403
SPARBOE_A_A2,SPARBOE_A_9_35_W,103
SPARBOE_A_A2,SPARBOE_A_A2,-2
SPARBOE_A_A2,SPARBOE_A_PAD,3040
SPARBOE_A_A2,SPARBOE_A_SEP1,2300
SPARBOE_A_A2,SPARBOE_A_SEP2,2301
SPARBOE_A_A2,SPARBOE_A_SEP3,2302
SPARBOE_A_A2,SPARBOE_A_SEP4,2303
SPARBOE_A_A2,SPARBOE_A_SEP5,2304
SPARBOE_A_A2,SPARBOE_A_SEP6,2305
SPARBOE_A_A3,SPARBOE_A_A3,-2
SPARBOE_A_A3,SPARBOE_A_PAD,3040
SPARBOE_A_A3,SPARBOE_A_SEP7,2306
SPARBOE_A_A3,SPARBOE_A_VRU_M1,900
SPARBOE_D_A1,SPARBOE_D_A1,-2
SPARBOE_D_A1,SPARBOE_D_ANO2_1,3130
SPARBOE_D_A1,SPARBOE_D_BATT1,3190
SPARBOE_D_A1,SPARBOE_D_ECD1,2800
SPARBOE_D_A1,SPARBOE_D_ECD2,2801
SPARBOE_D_A1,SPARBOE_D_ECD3,2802
SPARBOE_D_A1,SPARBOE_D_ECD4,2803
SPARBOE_D_A1,SPARBOE_D_P1,1700
SPARBOE_D_A1,SPARBOE_D_P2,1701
SPARBOE_D_A1,SPARBOE_D_PAD,3040
SPARBOE_D_A1,SPARBOE_D_SEP1,2300
SPARBOE_D_A1,SPARBOE_D_SEP2,2301
SPARBOE_D_A1,SPARBOE_D_SEP3,2302
SPARBOE_D_A1,SPARBOE_D_SEP4,2303
SPARBOE_D_A1,SPARBOE_D_SEP5,2304
SPARBOE_D_A1,SPARBOE_D_SEP6,2305
SPARBOE_D_A1,SPARBOE_D_SEP7,2306
SPARBOE_D_A1,SPARBOE_D_SEP8,2307
SPARBOE_D_A1,SPARBOE_D_SEP9,2308
SPARBOE_D_A1,SPARBOE_D_T1,1650
SPARBOE_D_A1,SPARBOE_D_T2,1651
SPARBOE_D_A1,SPARBOE_D_T3,1652
SPARBOE_D_A1,SPARBOE_D_T4,1653
SPARBOE_D_A1,SPARBOE_D_T5,1654
SPARBOE_D_A1,SPARBOE_D_T6,1655
SPARBOE_D_A1,SPARBOE_D_VRT1,3260
SPARBOE_D_A1,SPARBOE_D_VRU1,2700
SPARBOE_D_A1,SPARBOE_D_VRU2,2701
SPARBOE_D_A1,SPARBOE_D_VRU3,2702
SPARBOE_D_A2,SPARBOE_D_24C_3O_M1,1103
SPARBOE_D_A2,SPARBOE_D_24C_3W_M1,1203
SPARBOE_D_A2,SPARBOE_D_24C_3_M1,903
SPARBOE_D_A2,SPARBOE_D_24C_3_PLG,403
SPARBOE_D_A2,SPARBOE_D_24C_3_W,103
SPARBOE_D_A2,SPARBOE_D_24N_3O_M1,1102
SPARBOE_D_A2,SPARBOE_D_24N_3W_M1,1202
SPARBOE_D_A2,SPARBOE_D_24N_3_M1,902
SPARBOE_D_A2,SPARBOE_D_24N_3_PLG,402
SPARBOE_D_A2,SPARBOE_D_24N_3_W,102
SPARBOE_D_A2,SPARBOE_D_7C_3O_M1,1100
SPARBOE_D_A2,SPARBOE_D_7C_3W_M1,1200
SPARBOE_D_A2,SPARBOE_D_7C_3_M1,900
SPARBOE_D_A2,SPARBOE_D_7C_3_PLG,400
SPARBOE_D_A2,SPARBOE_D_7C_3_W,100
SPARBOE_D_A2,SPARBOE_D_7N_3O_M1,1101
SPARBOE_D_A2,SPARBOE_D_7N_3W_M1,1201
SPARBOE_D_A2,SPARBOE_D_7N_3_M1,901
SPARBOE_D_A2,SPARBOE_D_7N_3_PLG,401
SPARBOE_D_A2,SPARBOE_D_7N_3_W,101
SPARBOE_D_A2,SPARBOE_D_8C_3O_M1,1104
SPARBOE_D_A2,SPARBOE_D_8C_3W_M1,1204
SPARBOE_D_A2,SPARBOE_D_8C_3_M1,904
SPARBOE_D_A2,SPARBOE_D_8C_3_PLG,404
SPARBOE_D_A2,SPARBOE_D_8C_3_W,104
SPARBOE_D_A2,SPARBOE_D_8N_3O_M1,1105
SPARBOE_D_A2,SPARBOE_D_8N_3W_M1,1205
SPARBOE_D_A2,SPARBOE_D_8N_3_M1,905
SPARBOE_D_A2,SPARBOE_D_8N_3_PLG,405
SPARBOE_D_A2,SPARBOE_D_8N_3_W,105
SPARBOE_D_A2,SPARBOE_D_A2,-2
SPARBOE_D_A2,SPARBOE_D_PAD,3040
SPARBOE_D_A2,SPARBOE_D_SEP1,2300
SPARBOE_D_A2,SPARBOE_D_SEP2,2301
SPARBOE_D_A2,SPARBOE_D_SEP3,2302
SPARBOE_D_A2,SPARBOE_D_SEP4,2303
SPARBOE_D_A2,SPARBOE_D_SEP5,2304
SPARBOE_D_A2,SPARBOE_D_SEP6,2305
SPARBOE_D_A3,SPARBOE_D_40C_3O_M1,1101
SPARBOE_D_A3,SPARBOE_D_40C_3W_M1,1201
SPARBOE_D_A3,SPARBOE_D_40C_3_M1,901
SPARBOE_D_A3,SPARBOE_D_40C_3_PLG,401
SPARBOE_D_A3,SPARBOE_D_40C_3_W,101
SPARBOE_D_A3,SPARBOE_D_40N_3O_M1,1100
SPARBOE_D_A3,SPARBOE_D_40N_3W_M1,1200
SPARBOE_D_A3,SPARBOE_D_40N_3_M1,900
SPARBOE_D_A3,SPARBOE_D_40N_3_PLG,400
SPARBOE_D_A3,SPARBOE_D_40N_3_W,100
SPARBOE_D_A3,SPARBOE_D_A3,-2
SPARBOE_D_A3,SPARBOE_D_E1O_M1,1102
SPARBOE_D_A3,SPARBOE_D_E1W_M1,1202
SPARBOE_D_A3,SPARBOE_D_E1_M1,902
SPARBOE_D_A3,SPARBOE_D_E1_PLG,402
SPARBOE_D_A3,SPARBOE_D_E1_W,102
SPARBOE_D_A3,SPARBOE_D_PAD,3040
SPARBOE_D_A3,SPARBOE_D_SEP7,2306
SPARBOE_D_A3,SPARBOE_D_SEP8,2307
SPARBOE_D_A3,SPARBOE_D_SEP9,2308
SPARBOE_D_A3,SPARBOE_D_VRU_M1,903
SPAUR_A,SPAUR_A,-2
SPAUR_A,SPAUR_A_17_7_M1,902
SPAUR_A,SPAUR_A_17_7_PLG,402
SPAUR_A,SPAUR_A_17_7_W,102
SPAUR_A,SPAUR_A_21_7_M1,900
SPAUR_A,SPAUR_A_21_7_PLG,400
SPAUR_A,SPAUR_A_21_7_W,100
SPAUR_A,SPAUR_A_24_7_M1,904
SPAUR_A,SPAUR_A_24_7_PLG,404
SPAUR_A,SPAUR_A_24_7_W,104
SPAUR_A,SPAUR_A_41_7_M1,905
SPAUR_A,SPAUR_A_41_7_PLG,405
SPAUR_A,SPAUR_A_41_7_W,105
SPAUR_A,SPAUR_A_7_7_M1,901
SPAUR_A,SPAUR_A_7_7_PLG,401
SPAUR_A,SPAUR_A_7_7_W,101
SPAUR_A,SPAUR_A_7_8_M1,903
SPAUR_A,SPAUR_A_7_8_PLG,403
SPAUR_A,SPAUR_A_7_8_W,103
SPAUR_A,SPAUR_A_BATT1,3190
SPAUR_A,SPAUR_A_ECD1,2800
SPAUR_A,SPAUR_A_P1,1700
SPAUR_A,SPAUR_A_PAD,3040
SPAUR_A,SPAUR_A_SEP1,2300
SPAUR_A,SPAUR_A_SEP2,2301
SPAUR_A,SPAUR_A_T1,1650
SPAUR_A,SPAUR_A_T2,1651
SPAUR_A,SPAUR_A_T3,1652
SPAUR_A,SPAUR_A_T4,1653
SPAUR_B,SPAUR_B,-2
SPAUR_B,SPAUR_B_1_5_M1,900
SPAUR_B,SPAUR_B_1_5_PLG,400
SPAUR_B,SPAUR_B_1_5_W,100
SPAUR_B,SPAUR_B_41_5_M1,901
SPAUR_B,SPAUR_B_41_5_PLG,401
SPAUR_B,SPAUR_B_41_5_W,101
SPAUR_B,SPAUR_B_BATT1,3190
SPAUR_B,SPAUR_B_ECD1,2800
SPAUR_B,SPAUR_B_P1,1700
SPAUR_B,SPAUR_B_PAD,3040
SPAUR_B,SPAUR_B_SEP1,2300
SPAUR_B,SPAUR_B_SEP2,2301
SPAUR_B,SPAUR_B_T1,1650
SPAUR_B,SPAUR_B_T2,1651
STARCK_A,STARCK_A,-2
STARCK_A,STARCK_A_2_M1,901
STARCK_A,STARCK_A_2_PLG,401
STARCK_A,STARCK_A_2_W,101
STARCK_A,STARCK_A_33_18_M1,900
STARCK_A,STARCK_A_33_18_PLG,400
STARCK_A,STARCK_A_33_18_W,100
STARCK_A,STARCK_A_BATT1,3190
STARCK_A,STARCK_A_ECD1,2800
STARCK_A,STARCK_A_P1,1700
STARCK_A,STARCK_A_PAD,3040
STARCK_A,STARCK_A_SEP1,2300
STARCK_A,STARCK_A_T1,1650
STARCK_A,STARCK_A_T2,1651
STREAR_C,STREAR_C,-2
STREAR_C,STREAR_C_20_10_M1,904
STREAR_C,STREAR_C_20_10_PLG,404
STREAR_C,STREAR_C_20_10_W,104
STREAR_C,STREAR_C_36_10_M1,901
STREAR_C,STREAR_C_36_10_PLG,401
STREAR_C,STREAR_C_36_10_W,101
STREAR_C,STREAR_C_37_10_M1,900
STREAR_C,STREAR_C_37_10_PLG,400
STREAR_C,STREAR_C_37_10_W,100
STREAR_C,STREAR_C_39_10_M1,903
STREAR_C,STREAR_C_39_10_PLG,403
STREAR_C,STREAR_C_39_10_W,103
STREAR_C,STREAR_C_ANO2_1,3130
STREAR_C,STREAR_C_BATT1,3190
STREAR_C,STREAR_C_ECD1,2800
STREAR_C,STREAR_C_ECD2,2801
STREAR_C,STREAR_C_P1,1700
STREAR_C,STREAR_C_PAD,3040
STREAR_C,STREAR_C_SEP1,2300
STREAR_C,STREAR_C_SEP2,2301
STREAR_C,STREAR_C_T1,1650
STREAR_C,STREAR_C_T2,1651
STREAR_C,STREAR_C_T3,1652
STREAR_C,STREAR_C_T4,1653
STREAR_C,STREAR_C_T5,1654
STREAR_C,STREAR_C_VRU1,2700
STREAR_C,STREAR_C_VRU2,2701
STREAR_F,STREAR_F,-2
STREAR_F,STREAR_F_3_15_M1,902
STREAR_F,STREAR_F_3_15_PLG,402
STREAR_F,STREAR_F_3_15_W,102
STREAR_F,STREAR_F_4_15_M1,900
STREAR_F,STREAR_F_4_15_PLG,400
STREAR_F,STREAR_F_4_15_W,100
STREAR_F,STREAR_F_5_15_M1,901
STREAR_F,STREAR_F_5_15_PLG,401
STREAR_F,STREAR_F_5_15_W,101
STREAR_F,STREAR_F_BATT1,3190
STREAR_F,STREAR_F_ECD1,2800
STREAR_F,STREAR_F_P1,1700
STREAR_F,STREAR_F_PAD,3040
STREAR_F,STREAR_F_SEP1,2300
STREAR_F,STREAR_F_T1,1650
STREAR_I,STREAR_I,-2
STREAR_I,STREAR_I_22_23_M1,901
STREAR_I,STREAR_I_22_23_PLG,401
STREAR_I,STREAR_I_22_23_W,101
STREAR_I,STREAR_I_4_23_M1,900
STREAR_I,STREAR_I_4_23_PLG,400
STREAR_I,STREAR_I_4_23_W,100
STREAR_I,STREAR_I_BATT1,3190
STREAR_I,STREAR_I_ECD1,2800
STREAR_I,STREAR_I_P1,1700
STREAR_I,STREAR_I_PAD,3040
STREAR_I,STREAR_I_SEP1,2300
STREAR_I,STREAR_I_T1,1650
STREAR_K_A1,STREAR_K_A1,-2
STREAR_K_A1,STREAR_K_BATT1,3190
STREAR_K_A1,STREAR_K_ECD1,2800
STREAR_K_A1,STREAR_K_P1,1700
STREAR_K_A1,STREAR_K_PAD,3040
STREAR_K_A1,STREAR_K_SEP1,2300
STREAR_K_A1,STREAR_K_T1,1650
STREAR_K_A1,STREAR_K_T2,1651
STREAR_K_A1,STREAR_K_T3,1652
STREAR_K_A2,STREAR_K_03_73O_M1,1100
STREAR_K_A2,STREAR_K_03_73W_M1,1200
STREAR_K_A2,STREAR_K_03_73_M1,900
STREAR_K_A2,STREAR_K_03_73_PLG,400
STREAR_K_A2,STREAR_K_03_73_W,100
STREAR_K_A2,STREAR_K_A2,-2
STREAR_K_A2,STREAR_K_PAD,3040
STREAR_K_A2,STREAR_K_SEP1,2300
STROH_C,STROH_C,-2
STROH_C,STROH_C_1_M1,900
STROH_C,STROH_C_1_PLG,400
STROH_C,STROH_C_1_W,100
STROH_C,STROH_C_BATT1,3190
STROH_C,STROH_C_ECD1,2800
STROH_C,STROH_C_P1,1700
STROH_C,STROH_C_PAD,3040
STROH_C,STROH_C_SEP1,2300
STROH_C,STROH_C_T1,1650
ST_VRAIN_B,ST_VRAIN_B,-2
ST_VRAIN_B,ST_VRAIN_B_15_M1,902
ST_VRAIN_B,ST_VRAIN_B_15_PLG,402
ST_VRAIN_B,ST_VRAIN_B_15_W,102
ST_VRAIN_B,ST_VRAIN_B_31_2_M1,900
ST_VRAIN_B,ST_VRAIN_B_31_2_PLG,400
ST_VRAIN_B,ST_VRAIN_B_31_2_W,100
ST_VRAIN_B,ST_VRAIN_B_4_2_M1,901
ST_VRAIN_B,ST_VRAIN_B_4_2_PLG,401
ST_VRAIN_B,ST_VRAIN_B_4_2_W,101
ST_VRAIN_B,ST_VRAIN_B_BATT1,3190
ST_VRAIN_B,ST_VRAIN_B_ECD1,2800
ST_VRAIN_B,ST_VRAIN_B_P1,1700
ST_VRAIN_B,ST_VRAIN_B_SEP1,2300
ST_VRAIN_B,ST_VRAIN_B_SEP2,2301
ST_VRAIN_B,ST_VRAIN_B_T1,1650
ST_VRAIN_B,ST_VRAIN_B_T2,1651
ST_VRAIN_B,ST_VRAIN_PAD,3040
ST_VRAIN_D,ST_VRAIN_D,-2
ST_VRAIN_D,ST_VRAIN_D_18_M1,904
ST_VRAIN_D,ST_VRAIN_D_18_PLG,404
ST_VRAIN_D,ST_VRAIN_D_18_W,104
ST_VRAIN_D,ST_VRAIN_D_29_M1,903
ST_VRAIN_D,ST_VRAIN_D_29_PLG,403
ST_VRAIN_D,ST_VRAIN_D_29_W,103
ST_VRAIN_D,ST_VRAIN_D_41_3_M1,900
ST_VRAIN_D,ST_VRAIN_D_41_3_PLG,400
ST_VRAIN_D,ST_VRAIN_D_41_3_W,100
ST_VRAIN_D,ST_VRAIN_D_6_M1,902
ST_VRAIN_D,ST_VRAIN_D_6_PLG,402
ST_VRAIN_D,ST_VRAIN_D_6_W,102
ST_VRAIN_D,ST_VRAIN_D_9_3_M1,901
ST_VRAIN_D,ST_VRAIN_D_9_3_PLG,401
ST_VRAIN_D,ST_VRAIN_D_9_3_W,101
ST_VRAIN_D,ST_VRAIN_D_BATT1,3190
ST_VRAIN_D,ST_VRAIN_D_ECD1,2800
ST_VRAIN_D,ST_VRAIN_D_P1,1700
ST_VRAIN_D,ST_VRAIN_D_SEP1,2300
ST_VRAIN_D,ST_VRAIN_D_SEP2,2301
ST_VRAIN_D,ST_VRAIN_D_T1,1650
ST_VRAIN_D,ST_VRAIN_D_T2,1651
ST_VRAIN_D,ST_VRAIN_PAD,3040
SUN_A,SUN_A,-2
SUN_A,SUN_A_21_8_M1,900
SUN_A,SUN_A_21_8_PLG,400
SUN_A,SUN_A_21_8_W,100
SUN_A,SUN_A_PAD,3040
THOM_A_EFM,THOM_A_33_6A_M1,900
THOM_A_EFM,THOM_A_43_6_M1,901
THOM_A_EFM,THOM_A_EFM,-2
THOM_A_EFM,THOM_A_EFM_M1,902
THOM_A,THOM_A,-2
THOM_A,THOM_A_33_6A_M1,900
THOM_A,THOM_A_33_6A_PLG,400
THOM_A,THOM_A_33_6A_W,100
THOM_A,THOM_A_43_6_M1,901
